start_epoch,end_epoch,input_rx,input_ry,input_rz,input_vx,input_vy,input_vz,bstar,ndot,dt_minutes,target_error_rx,target_error_ry,target_error_rz,target_error_vx,target_error_vy,target_error_vz,F10_7,AP_AVG
2022-01-11 20:00:01,2022-01-12 22:00:00,3622.410695760365,-3758.7473580049896,4112.840258766248,6.400889956595293,1.8834403088257337,-3.962115216210373,-0.0020449,-0.00918374,1559.9833333333331,18.105186489921834,1.024816416129852,-5.441136284372078,-0.0135389598160031,0.0065742922749312,-0.0053199504180079,103.2,3.0
2022-01-12 14:00:01,2022-01-13 14:00:01,-6363.381245913821,2022.2957846876548,-668.8957126113074,-1.9872121636025168,-4.222748642166472,6.113543244178168,-0.0022936,-0.00925089,1440.0,7.003889864269695,-2.2048965309363666,0.4859886192211888,-0.0020490110297493,-0.0047261764099184,0.0067107134825707,105.5,2.0
2022-01-12 22:00:00,2022-01-13 22:00:00,418.2605936561769,-4145.645882848954,5206.644704974715,7.547137981409479,-0.942951831019536,-1.3997542759802255,-0.0022722,-0.00876291,1440.0,3.982792771195705,-1.6567129867989934,0.7924084046417192,-0.0017838873720004,-0.0016629412524383,0.0030315524657111,105.5,2.0
2022-01-13 12:00:00,2022-01-14 12:00:00,6257.066155547343,-254.67736902124523,-2258.7286485393984,-1.815273038771232,5.012283200140529,-5.631059605655333,-0.002438,-0.00872161,1440.0,10.149709224321668,-11.253393745479144,10.32085779937097,0.0164285987322663,-0.0054805564208564,2.584649232417746e-07,110.2,15.0
2022-01-13 14:00:01,2022-01-14 14:00:01,-4249.245702206669,4007.2735400851807,-3288.500227397409,-5.639970866173517,-1.9533843889264928,4.864990105199939,-0.0026058,-0.0092223,1440.0,9.365438190386158,-1.3341721855399555,-2.448658595814777,-0.0075102063514931,0.0010014956541453,0.0017590327604466,110.2,15.0
2022-01-13 22:00:00,2022-01-14 20:00:01,-3375.371001647101,4291.524154880196,-3882.2069831500185,-6.332803942498451,-1.1041336490691247,4.245599343137453,-0.0026374,-0.00896739,1320.0166666666669,19.29634548065951,0.1296048328031247,-9.052175953637745,-0.0134930558290466,0.0111121417140893,-0.0081154360626252,110.2,15.0
2022-01-14 04:00:00,2022-01-15 04:00:00,-4324.934714917095,-2064.325998947259,4675.454212127003,5.454000124476308,-4.543176177753409,3.0039265928553536,-0.0027385,-0.00902696,1440.0,7.58056301041961,-3.500319138767736,0.5314006373364464,0.0041743078638836,-0.0016425738260394,0.0001909226863245,110.2,15.0
2022-01-14 12:00:00,2022-01-15 12:00:00,5678.910624061067,-3313.201447140237,1102.8215719107386,3.244862779136119,3.5500236398052736,-6.073286664488571,-0.0027436,-0.00869908,1440.0,2.868706328279586,-6.536365906893025,6.7499796090346535,0.0053650451888911,-0.0085228212870775,0.0077839546880111,115.6,20.0
2022-01-14 14:00:01,2022-01-15 14:00:01,-55.35983166251855,4242.632816094992,-5172.009307362684,-7.310725804457923,1.8801166570971573,1.5892770648248138,-0.0029,-0.00911749,1440.0,6.732712371804347,-2.621905290800896,-0.3852740410684419,-0.0016243086650256,0.0006224877096816,-0.0001472723503974,115.6,20.0
2022-01-14 20:00:01,2022-01-15 20:00:01,1163.7663434783562,3858.961062760047,-5335.474920269187,-7.142593175581145,2.8808186710745343,0.4979677513049968,-0.0029551,-0.00903457,1440.0,15.254425863941153,-6.191910434250076,-1.0474155551146396,0.0018431532303466,0.0064493875926845,-0.0090760852763033,115.6,20.0
