name,norad_id,tle_line1,tle_line2,epoch,category
CALSPHERE 1,00900,1 00900U 64063C   25344.23755797  .00001036  00000+0  10489-2 0  9994,2 00900  90.2212  67.4000 0027462 143.1861 271.2842 13.76363237 45432,2025-12-10 05:42:05.008608,other
CALSPHERE 2,00902,1 00902U 64063E   25344.28611517  .00000094  00000+0  12847-3 0  9996,2 00902  90.2361  71.3424 0020145  59.2885   4.0799 13.52882590830726,2025-12-10 06:52:00.350688,other
LCS 1,01361,1 01361U 65034C   25344.24223956  .00000016  00000+0  10394-2 0  9995,2 01361  32.1418 265.6544 0013483 173.7786 186.2880  9.89309527191176,2025-12-10 05:48:49.497984,other
TEMPSAT 1,01512,1 01512U 65065E   25344.14999278  .00000063  00000+0  10623-3 0  9991,2 01512  89.9882 212.6711 0071218  60.2367  59.8157 13.33581976934858,2025-12-10 03:35:59.376192,other
CALSPHERE 4A,01520,1 01520U 65065H   25344.17705530  .00000167  00000+0  30444-3 0  9997,2 01520  89.9095 124.2631 0068168 277.0003 258.1663 13.36238866937463,2025-12-10 04:14:57.577920,other
OPS 5712 (P/L 160),02826,1 02826U 67053A   25344.26262657  .00015958  00000+0  24204-2 0  9994,2 02826  69.9176 140.2021 0005337 290.4172  69.6400 14.74164224 38350,2025-12-10 06:18:10.935648,other
LES-5,02866,1 02866U 67066E   25344.31293139 -.00000104  00000+0  00000+0 0  9990,2 02866   2.1881 102.5654 0056329 200.1673 150.2248  1.09426061128968,2025-12-10 07:30:37.272096,other
SURCAL 159,02872,1 02872U 67053F   25344.19479364  .00000158  00000+0  14527-3 0  9996,2 02872  69.9754  47.7779 0007389 336.2342  23.8423 13.99542089983767,2025-12-10 04:40:30.170496,other
OPS 5712 (P/L 153),02874,1 02874U 67053H   25343.78625310  .00000117  00000+0  12248-3 0  9999,2 02874  69.9723 161.2620 0004448  76.9312 283.2290 13.96791079980336,2025-12-09 18:52:12.267840,other
OPS 3811 (DSP 2),05204,1 05204U 71039A   25344.10322657 -.00000019  00000+0  00000+0 0  9994,2 05204   0.3187 315.5086 0024685 329.5197 239.4711  0.98159716204370,2025-12-10 02:28:38.775648,other
RIGIDSPHERE 2 (LCS 4),05398,1 05398U 71067E   25344.23190208  .00001124  00000+0  36094-3 0  9991,2 05398  87.6215  31.2468 0061785 138.2760 222.3176 14.37556877846738,2025-12-10 05:33:56.339712,other
OSCAR 7 (AO-7),07530,1 07530U 74089B   25344.26347321 -.00000040  00000+0  36934-4 0  9992,2 07530 101.9967 350.5051 0012356 131.2860 299.4026 12.53694087336848,2025-12-10 06:19:24.085344,other
STARLETTE,07646,1 07646U 75010A   25344.26279664 -.00000140  00000+0  22835-5 0  9996,2 07646  49.8221 130.3098 0205637 158.8994 202.0536 13.82347407568402,2025-12-10 06:18:25.629696,other
LAGEOS 1,08820,1 08820U 76039A   25343.59816874  .00000009  00000+0  00000+0 0  9995,2 08820 109.8358 114.4168 0044662 342.8539  14.3025  6.38664891901023,2025-12-09 14:21:21.779136,other
OPS 8701 (DSP 10),13086,1 13086U 82019A   25343.14045390 -.00000142  00000+0  00000+0 0  9997,2 13086   9.6769 310.5679 0006601 305.3630 247.9493  0.98189815 23799,2025-12-09 03:22:15.216960,other
PHASE 3B (AO-10),14129,1 14129U 83058B   25343.48471616  .00000125  00000+0  00000+0 0  9991,2 14129  26.0648 251.7422 6065279  62.7183 345.5851  2.05870332291586,2025-12-09 11:37:59.476224,other
UOSAT 2 (UO-11),14781,1 14781U 84021B   25344.30885593  .00002925  00000+0  30788-3 0  9991,2 14781  97.7812 307.3749 0009288  88.9417 271.2865 14.90127991228998,2025-12-10 07:24:45.152352,other
AJISAI (EGS),16908,1 16908U 86061A   25344.32095150 -.00000081  00000+0  11794-3 0  9992,2 16908  50.0114   8.1548 0011289  59.8697 311.7324 12.44514279456878,2025-12-10 07:42:10.209600,other
TDRS 3,19548,1 19548U 88091B   25343.84126588 -.00000302  00000+0  00000+0 0  9996,2 19548  12.7465 342.2554 0042351 343.4677   7.1527  1.00273790123487,2025-12-09 20:11:25.372032,other
COSMOS 1989 (ETALON 1),19751,1 19751U 89001C   25343.31366759 -.00000015  00000+0  00000+0 0  9993,2 19751  64.8340  78.6947 0023424 217.1729 206.6255  2.13155929287320,2025-12-09 07:31:40.879776,other
COSMOS 2024 (ETALON 2),20026,1 20026U 89039C   25343.75785020 -.00000048  00000+0  00000+0 0  9991,2 20026  65.0523 317.0593 0020459 214.1484 315.3172  2.13204451284463,2025-12-09 18:11:18.257280,other
FLTSATCOM 8 (USA 46),20253,1 20253U 89077A   25343.90600361 -.00000370  00000+0  00000+0 0  9994,2 20253  12.4742 352.2967 0007626 280.1951 258.3052  1.00268375258669,2025-12-09 21:44:38.711904,other
LUSAT (LO-19),20442,1 20442U 90005G   25344.03451133  .00000242  00000+0  10334-3 0  9995,2 20442  98.8962 355.5238 0012287  44.7887 315.4286 14.34042791875289,2025-12-10 00:49:41.778912,other
HST,20580,1 20580U 90037B   25344.17960443  .00010729  00000+0  37347-3 0  9991,2 20580  28.4692 289.9149 0001836 207.5620 152.4878 15.27993349759604,2025-12-10 04:18:37.822752,other
SKYNET 4C,20776,1 20776U 90079A   25343.14418059  .00000123  00000+0  00000+0 0  9990,2 20776  13.4009 351.1101 0003910 271.9305 260.3886  1.00276625128983,2025-12-09 03:27:37.202976,other
USA 65 (DSP 15),20929,1 20929U 90095A   25344.25835907 -.00000223  00000+0  00000+0 0  9998,2 20929  14.1214 345.3553 0001485  76.6692 249.2949  0.98398929 23606,2025-12-10 06:12:02.223648,other
TDRS 5,21639,1 21639U 91054B   25344.25416721  .00000081  00000+0  00000+0 0  9993,2 21639  14.0946 355.1734 0014099 255.2582 112.7703  1.00266557125828,2025-12-10 06:06:00.046944,other
USA 75 (DSP 16),21805,1 21805U 91080B   25343.14348725 -.00000017  00000+0  00000+0 0  9992,2 21805  14.1066 346.8640 0000998 118.1700  54.4891  0.99186591 23825,2025-12-09 03:26:37.298400,other
TDRS 6,22314,1 22314U 93003B   25343.53340964 -.00000299  00000+0  00000+0 0  9997,2 22314  14.1788 358.4611 0008709 208.4365  17.8583  1.00274304120504,2025-12-09 12:48:06.592896,other
SCD 1,22490,1 22490U 93009B   25344.20384544  .00000732  00000+0  14938-3 0  9995,2 22490  24.9703 294.3414 0041736 298.0723 102.9060 14.45996078733737,2025-12-10 04:53:32.246016,other
UFO 2 (USA 95),22787,1 22787U 93056A   25343.21455435  .00000122  00000+0  00000+0 0  9998,2 22787  11.8242   4.5797 0006717 277.6225 261.9517  1.00271824116644,2025-12-09 05:08:57.495840,other
STELLA,22824,1 22824U 93061B   25344.28990461 -.00000026  00000+0  76945-5 0  9998,2 22824  98.8013  42.6127 0007398  70.1987 355.1467 14.27463904677821,2025-12-10 06:57:27.758304,other
EYESAT A (AO-27),22825,1 22825U 93061C   25344.13162477  .00000211  00000+0  97449-4 0  9997,2 22825  98.7150  46.3927 0007401 298.4382  61.6054 14.30875228679969,2025-12-10 03:09:32.380128,other
ITAMSAT (IO-26),22826,1 22826U 93061D   25344.16699067  .00000240  00000+0  10765-3 0  9998,2 22826  98.7097  46.3271 0007829 279.7239  80.3060 14.31295926680272,2025-12-10 04:00:27.993888,other
USA 99 (MILSTAR-1 1),22988,1 22988U 94009A   25344.09072545 -.00000203  00000+0  00000+0 0  9995,2 22988  17.3368  29.7450 0003792 255.2046  96.8028  1.00272816 31050,2025-12-10 02:10:38.678880,other
RADIO ROSTO (RS-15),23439,1 23439U 94085A   25344.29691104  .00000028  00000+0  20081-2 0  9999,2 23439  64.8164 248.7011 0149590  38.9640 322.1952 11.27583150274609,2025-12-10 07:07:33.113856,other
UFO 4 (USA 108),23467,1 23467U 95003A   25343.37463959 -.00000025  00000+0  00000+0 0  9998,2 23467   9.6749  13.8464 0003506 235.0320 136.5908  1.00270124113053,2025-12-09 08:59:28.860576,other
TDRS 7,23613,1 23613U 95035B   25344.00808597 -.00000242  00000+0  00000+0 0  9999,2 23613  13.4561 349.4879 0003667  73.4518 108.0990  1.00268879111350,2025-12-10 00:11:38.627808,other
USA 115 (MILSTAR-1 2),23712,1 23712U 95060A   25344.10392095 -.00000024  00000+0  00000+0 0  9997,2 23712  14.0040   5.1446 0003286 281.9601  69.4348  1.00275109 30981,2025-12-10 02:29:38.770080,other
POLAR,23802,1 23802U 96013A   25340.48239671  .00000144  00000+0  00000+0 0  9995,2 23802  79.6240 229.2201 6278774 215.5988  78.9527  1.29846135142354,2025-12-06 11:34:39.075744,other
INMARSAT 3-F1,23839,1 23839U 96020A   25342.65792456 -.00000258  00000+0  00000+0 0  9996,2 23839  10.2036  48.3582 0008992 202.6946 163.2026  0.99980346108351,2025-12-08 15:47:24.681984,other
USA 119,23893,1 23893U 96029A   25344.32176159  .00002435  00000+0  43626-3 0  9990,2 23893  63.3238 326.0142 0841501  46.2928 320.4744 13.45558370 79854,2025-12-10 07:43:20.201376,other
JAS-2 (FO-29),24278,1 24278U 96046B   25344.18520184  .00000006  00000+0  43861-4 0  9996,2 24278  98.5465 213.6636 0349080 226.6158 130.5422 13.53262717447608,2025-12-10 04:26:41.438976,other
INMARSAT 3-F2,24307,1 24307U 96053A   25342.99120902 -.00000190  00000+0  00000+0 0  9996,2 24307   9.4263  55.8455 0006274 200.2287 160.5376  1.00001298107023,2025-12-08 23:47:20.459328,other
INMARSAT 3-F3,24674,1 24674U 96070A   25344.27156559  .00000055  00000+0  00000+0 0  9991,2 24674   9.9093  51.4431 0008708 207.1023 154.1227  0.99978609106029,2025-12-10 06:31:03.266976,other
NAVSTAR 43 (USA 132),24876,1 24876U 97035A   25343.74119392  .00000022  00000+0  00000+0 0  9996,2 24876  55.8939 105.9862 0096748  57.0132 303.8899  2.00563565208159,2025-12-09 17:47:19.154688,other
FORTE,24920,1 24920U 97047A   25344.30580157  .00000468  00000+0  21213-3 0  9990,2 24920  69.9538  80.6177 0022008 184.1229 175.9716 14.27837049471729,2025-12-10 07:20:21.255648,other
AMC-3,24936,1 24936U 97050A   25344.16086309 -.00000260  00000+0  00000+0 0  9993,2 24936   7.6841  66.2413 0003446 212.9222 145.8621  1.00269827 50536,2025-12-10 03:51:38.570976,other
USA 134,25019,1 25019U 97065A   25344.14905727 -.00000064  00000+0  00000+0 0  9996,2 25019  12.5590  23.1183 0006590 268.1116  89.2858  1.00269390 31053,2025-12-10 03:34:38.548128,other
ORBCOMM FM06,25118,1 25118U 97084G   25344.15941046  .00002355  00000+0  68287-3 0  9991,2 25118  45.0124 242.2541 0002159   9.7477 144.1080 14.46853774467000,2025-12-10 03:49:33.063744,other
INMARSAT 3-F5,25153,1 25153U 98006B   25344.07961288 -.00000291  00000+0  00000+0 0  9999,2 25153   9.2710  55.1170 0005157 214.2389 144.3492  1.00268036101996,2025-12-10 01:54:38.552832,other
ORBCOMM FM04,25159,1 25159U 98007C   25344.27095771  .00002051  00000+0  75373-3 0  9997,2 25159 107.9629 140.7621 0042347 296.0183  63.6600 14.35259825449482,2025-12-10 06:30:10.746144,other
CELESTIS-02 & TAURUS R/B,25160,1 25160U 98007D   25343.85884914  .00000216  00000+0  15212-3 0  9994,2 25160 108.0109 310.0731 0059819  96.7584 285.4443 14.22414058443597,2025-12-09 20:36:44.565696,other
TECHSAT 1B (GO-32),25397,1 25397U 98043D   25343.89694936  .00000160  00000+0  89466-4 0  9994,2 25397  98.9917 327.0435 0002133  61.9016 298.2377 14.24375710424380,2025-12-09 21:31:36.424704,other
WESTPAC,25398,1 25398U 98043E   25344.20092436  .00000015  00000+0  27299-4 0  9993,2 25398  98.9937 320.9835 0002102  57.1804 302.9575 14.23038258424067,2025-12-10 04:49:19.864704,other
ORBCOMM FM19,25415,1 25415U 98046C   25344.28794450  .00002318  00000+0  79039-3 0  9995,2 25415  44.9940  61.1292 0001828 119.4555 345.3549 14.38961710429568,2025-12-10 06:54:38.404800,other
ORBCOMM FM20,25416,1 25416U 98046D   25344.30808362  .00001763  00000+0  62839-3 0  9990,2 25416  44.9938  66.9541 0001643 205.3834 154.6933 14.37655936429608,2025-12-10 07:23:38.424768,other
ORBCOMM FM27,25481,1 25481U 98053G   25343.92414298  .00001673  00000+0  58698-3 0  9996,2 25481  45.0027 153.9758 0000998  99.8196 260.2765 14.38642526422979,2025-12-09 22:10:45.953472,other
SCD 2,25504,1 25504U 98060A   25344.22223309  .00000604  00000+0  11777-3 0  9995,2 25504  24.9931 157.4199 0016596 286.7384 247.4751 14.45421199432950,2025-12-10 05:20:00.938976,other
ISS (ZARYA),25544,1 25544U 98067A   25344.15480881  .00014837  00000+0  27248-3 0  9991,2 25544  51.6306 155.2782 0003395 228.7876 131.2820 15.49465664542450,2025-12-10 03:42:55.481184,station
SWAS,25560,1 25560U 98071A   25344.21027304  .00005975  00000+0  39464-3 0  9994,2 25560  69.8975 354.2838 0006736 218.6408 141.4274 15.07918350468761,2025-12-10 05:02:47.590656,other
SKYNET 4E,25639,1 25639U 99009B   25337.28754337 -.00000028  00000+0  00000+0 0  9990,2 25639  11.9463  10.1448 0004258 241.3515 283.0876  1.00267921 49217,2025-12-03 06:54:03.747168,other
DLR-TUBSAT,25757,1 25757U 99029B   25343.70318533  .00000280  00000+0  80486-4 0  9991,2 25757  98.6560 328.1233 0013727 202.2533 157.8067 14.52355963405748,2025-12-09 16:52:35.212512,other
CXO,25867,1 25867U 99040B   25343.97594738  .00000473  00000+0  00000+0 0  9991,2 25867  53.0333 122.5432 8145102 310.8822   0.4254  0.37805522 16601,2025-12-09 23:25:21.853632,other
ABS-6,25924,1 25924U 99053A   25344.24108824 -.00000116  00000+0  00000+0 0  9992,2 25924   0.0190 304.8126 0002643 313.5089  66.7252  1.00270519 95931,2025-12-10 05:47:10.023936,other
NAVSTAR 46 (USA 145),25933,1 25933U 99055A   25343.85302319 -.00000077  00000+0  00000+0 0  9991,2 25933  51.6360 303.7472 0108504 170.1234 198.8519  2.00572080191788,2025-12-09 20:28:21.203616,other
UFO 10 (USA 146),25967,1 25967U 99063A   25342.91901523 -.00000190  00000+0  00000+0 0  9991,2 25967   9.8358  28.1988 0006542 238.3947 119.1844  1.00274868 95438,2025-12-08 22:03:22.915872,other
ORBCOMM FM32,25982,1 25982U 99065C   25344.32426059  .00001777  00000+0  64439-3 0  9994,2 25982  45.0159 346.9525 0006749 212.8544 147.1885 14.36740435359927,2025-12-10 07:46:56.114976,other
XMM-NEWTON,25989,1 25989U 99066A   25344.87250870 -.00000024  00000+0  00000+0 0  9993,2 25989  65.4398 285.4707 4743009  68.2227   0.2357  0.50133907 22062,2025-12-10 20:56:24.751680,other
TERRA,25994,1 25994U 99068A   25344.33759583  .00000739  00000+0  16007-3 0  9997,2 25994  97.9752  36.1102 0003591  99.1752 325.5199 14.60897585382037,2025-12-10 08:06:08.279712,other
ASIASTAR,26107,1 26107U 00016A   25344.15600394 -.00000333  00000+0  00000+0 0  9997,2 26107   8.6903  60.1491 0005793 204.5539 335.5965  1.00268483 94020,2025-12-10 03:44:38.740416,other
IMAGE,26113,1 26113U 00017A   25342.35855663 -.00000140  00000+0 -13975-2 0  9991,2 26113  94.0244 312.6638 7576312 309.9114   4.8566  1.68665347158284,2025-12-08 08:36:19.292832,other
USA 149 (DSP 20),26356,1 26356U 00024A   25344.27948322  .00000093  00000+0  00000+0 0  9993,2 26356  13.0280  13.1769 0000889 206.1709 155.5607  1.00262590 31025,2025-12-10 06:42:27.350208,other
NAVSTAR 47 (USA 150),26360,1 26360U 00025A   25344.12260867 -.00000096  00000+0  00000+0 0  9998,2 26360  55.0436  26.9437 0038853 241.7395 126.4699  2.00567859187488,2025-12-10 02:56:33.389088,other
TDRS 8,26388,1 26388U 00034A   25343.09087571 -.00000199  00000+0  00000+0 0  9996,2 26388  12.3825  32.9061 0003992 241.8004 281.0094  1.00272934 93276,2025-12-09 02:10:51.661344,other
NAVSTAR 48 (USA 151),26407,1 26407U 00040A   25343.84521510  .00000002  00000+0  00000+0 0  9996,2 26407  54.8914 222.6841 0126172 301.7549  65.7518  2.00567874186157,2025-12-09 20:17:06.584640,other
CLUSTER II-FM7 (SAMBA),26410,1 26410U 00041A   25345.66933458  .00002368  00000+0  00000+0 0  9998,2 26410 147.5981  25.0516 8757920 240.7596 359.8579  0.44796275 19471,2025-12-11 16:03:50.507712,other
CLUSTER II-FM8 (TANGO),26464,1 26464U 00045B   25346.52030127  .00002570  00000+0  00000+0 0  9993,2 26464 147.9085  25.7741 8763105 241.3502   0.1456  0.44420067 19464,2025-12-12 12:29:14.029728,other
NSS-11,26554,1 26554U 00059A   25344.27192966  .00000028  00000+0  00000+0 0  9994,2 26554   1.6387  83.6733 0003172 180.1062  89.3550  1.00271448 39391,2025-12-10 06:31:34.722624,other
USA 153,26575,1 26575U 00065A   25343.52082001 -.00000326  00000+0  00000+0 0  9991,2 26575  11.2977  36.9581 0002789 228.1444 135.4279  1.00270763 31031,2025-12-09 12:29:58.848864,other
AMC-6,26580,1 26580U 00067A   25343.61008723  .00000091  00000+0  00000+0 0  9996,2 26580   0.0234  12.5672 0003044 231.7028 278.9220  1.00271041 91993,2025-12-09 14:38:31.536672,other
NAVSTAR 49 (USA 154),26605,1 26605U 00071A   25343.44001334  .00000014  00000+0  00000+0 0  9996,2 26605  55.5175 102.4535 0168922 264.2762  92.8144  2.00573946183709,2025-12-09 10:33:37.152576,other
ODIN,26702,1 26702U 01007A   25344.06324321  .00042666  00000+0  73193-3 0  9993,2 26702  97.4228  11.9035 0004984 114.8230 245.3541 15.51056072359917,2025-12-10 01:31:04.213344,other
USA 157 (MILSTAR-2 2),26715,1 26715U 01009A   25344.26120104  .00000108  00000+0  00000+0 0  9992,2 26715  11.3344  20.9078 0042402 186.3967 175.9793  1.00277799 31059,2025-12-10 06:16:07.769856,other
BSAT-2A,26720,1 26720U 01011B   25344.21367263 -.00000192  00000+0  00000+0 0  9999,2 26720  10.3308  49.2049 0008470 205.2040 201.1814  0.99177798 90108,2025-12-10 05:07:41.315232,other
INTELSAT 10 (IS-10),26766,1 26766U 01019A   25344.23793655 -.00000287  00000+0  00000+0 0  9992,2 26766   8.6242  61.1822 0007814 223.3819  29.8284  0.99078985 43701,2025-12-10 05:42:37.717920,other
OMNI-M1,26857,1 26857U 01026A   25343.40479054 -.00000040  00000+0  00000+0 0  9990,2 26857  44.9158 288.9782 0017054 359.0943   0.9297  3.92402725198127,2025-12-09 09:42:53.902656,other
USA 159 (DSP 21),26880,1 26880U 01033A   25343.40284292 -.00000302  00000+0  00000+0 0  9993,2 26880  12.6075  17.7574 0001867 274.1147 242.0769  1.00262922 31060,2025-12-09 09:40:05.628288,other
INTELSAT 902 (IS-902),26900,1 26900U 01039A   25335.70832537 -.00000263  00000+0  00000+0 0  9993,2 26900   5.6187  74.2002 0004309 175.1190  26.3816  1.00270327 88713,2025-12-01 16:59:59.311968,other
PCSAT (NO-44),26931,1 26931U 01043C   25344.22158810  .00000337  00000+0  15687-3 0  9996,2 26931  67.0516  12.9911 0007416 270.0810  89.9442 14.31852704263391,2025-12-10 05:19:05.211840,other
PROBA-1,26958,1 26958U 01049B   25344.30357659  .00003238  00000+0  21627-3 0  9996,2 26958  97.9593 341.3885 0057396  42.5372 318.0280 15.06427227315174,2025-12-10 07:17:09.017376,other
TIMED,26998,1 26998U 01055B   25344.23456224  .00003101  00000+0  28940-3 0  9991,2 26998  74.0692 255.3094 0001172 220.3273 139.7824 14.94675969302584,2025-12-10 05:37:46.177536,other
MAROC-TUBSAT,27004,1 27004U 01056D   25344.33807994 -.00000008  00000+0  43592-4 0  9991,2 27004  99.7912 152.7410 0019091 266.5354 211.8143 13.70252701200328,2025-12-10 08:06:50.106816,other
COSMOS 2385,27056,1 27056U 01058B   25344.31453799 -.00000074  00000+0 -48065-3 0  9991,2 27056  82.5379 340.6521 0005247 308.6169 110.1622 12.60559704101989,2025-12-10 07:32:56.082336,other
COSMOS 2386,27057,1 27057U 01058C   25344.03216534  .00000022  00000+0  64397-4 0  9993,2 27057  82.5439 335.2743 0001430  95.8976 264.2278 12.61611501102652,2025-12-10 00:46:19.085376,other
USA 164 (MILSTAR-2 3),27168,1 27168U 02001A   25342.78464475  .00000095  00000+0  00000+0 0  9990,2 27168  10.9514  23.0285 0096814   2.6725 353.5219  1.00268430 31046,2025-12-08 18:49:53.306400,other
INTELSAT 904 (IS-904),27380,1 27380U 02007A   25343.48797316 -.00000224  00000+0  00000+0 0  9998,2 27380   6.4469  71.4685 0001514 215.3872 295.7740  1.00273083 49866,2025-12-09 11:42:40.881024,other
AQUA,27424,1 27424U 02022A   25344.23507529  .00001789  00000+0  36821-3 0  9993,2 27424  98.4035 305.0734 0000996 114.3542 358.3102 14.61799707255663,2025-12-10 05:38:30.505056,other
DIRECTV 5 (TEMPO 1),27426,1 27426U 02023A   25344.18864356 -.00000054  00000+0  00000+0 0  9995,2 27426   4.3960  77.6814 0003897 201.9504 117.3336  1.00272185 86224,2025-12-10 04:31:38.803584,other
INTELSAT 905 (IS-905),27438,1 27438U 02027A   25344.33351157  .00000097  00000+0  00000+0 0  9995,2 27438   6.2800  72.0832 0002804 193.2254 156.8609  1.00272248 49468,2025-12-10 08:00:15.399648,other
GALAXY 3C (G-3C),27445,1 27445U 02030A   25344.18308589 -.00000149  00000+0  00000+0 0  9990,2 27445   3.2582  80.5290 0001111  95.9073 233.7736  1.00271026 44597,2025-12-10 04:23:38.620896,other
COSMOS 2390,27464,1 27464U 02036A   25344.29779197  .00000027  00000+0  12242-3 0  9995,2 27464  82.4828 103.0774 0024666 312.8019  47.0988 12.44618467 64174,2025-12-10 07:08:49.226208,other
COSMOS 2391,27465,1 27465U 02036B   25344.28298659  .00000010  00000+0  42937-6 0  9993,2 27465  82.4827  99.6966 0025477 306.9646  52.9103 12.44940550 64342,2025-12-10 06:47:30.041376,other
INTELSAT 906 (IS-906),27513,1 27513U 02041A   25343.86362600  .00000015  00000+0  00000+0 0  9997,2 27513   5.3215  75.2657 0006120 190.4585 188.1629  1.00271049 85135,2025-12-09 20:43:37.286400,other
LATINSAT B,27606,1 27606U 02058B   25343.96146699  .00001488  00000+0  22171-3 0  9999,2 27606  64.5541 110.4304 0080404 307.3465  52.0331 14.76613635234156,2025-12-09 23:04:30.747936,other
SAUDISAT 1C (SO-50),27607,1 27607U 02058C   25344.30935971  .00003169  00000+0  39545-3 0  9999,2 27607  64.5543 353.1104 0072123 297.0394  62.3363 14.82373528236453,2025-12-10 07:25:28.678944,other
LATINSAT A,27612,1 27612U 02058H   25344.28943826  .00001624  00000+0  20242-3 0  9998,2 27612  64.5529 188.0215 0057039 276.1773  83.2838 14.84948896239572,2025-12-10 06:56:47.465664,other
NIMIQ 2,27632,1 27632U 02062A   25344.18864356 -.00000068  00000+0  00000+0 0  9992,2 27632   9.0101  58.8720 0006404 204.7893 134.2139  1.00270544 42282,2025-12-10 04:31:38.803584,other
CORIOLIS,27640,1 27640U 03001A   25343.78301695  .00000249  00000+0  13772-3 0  9996,2 27640  98.7141 348.5631 0014703  41.7466 318.4829 14.19870547187348,2025-12-09 18:47:32.664480,other
SORCE,27651,1 27651U 03004A   25344.17836586  .00005480  00000+0  41803-3 0  9995,2 27651  39.9905 258.9841 0015488 136.3248 223.8774 15.02250895243456,2025-12-10 04:16:50.810304,other
NAVSTAR 51 (USA 166),27663,1 27663U 03005A   25344.30981661  .00000001  00000+0  00000+0 0  9993,2 27663  54.9239 222.4750 0147361  51.7666  67.0717  2.00571007167524,2025-12-10 07:26:08.155104,other
USA 167,27691,1 27691U 03008A   25344.27217745  .00000005  00000+0  00000+0 0  9992,2 27691  10.5866  45.0775 0005078 259.9993 110.1111  1.00273187  4882,2025-12-10 06:31:56.131680,other
NAVSTAR 52 (USA 168),27704,1 27704U 03010A   25343.88098123 -.00000087  00000+0  00000+0 0  9994,2 27704  54.9239 332.3255 0005020 304.4606  59.2662  1.94742984166233,2025-12-09 21:08:36.778272,other
USA 169 (MILSTAR-2 4),27711,1 27711U 03012A   25343.51086271 -.00000198  00000+0  00000+0 0  9998,2 27711  12.0615  31.3571 0094930   1.5483  21.6496  1.00272242 31058,2025-12-09 12:15:38.538144,other
ASIASAT 4,27718,1 27718U 03014A   25344.23677914 -.00000219  00000+0  00000+0 0  9991,2 27718   4.2213  78.1351 0003027 181.4608  52.4049  1.00269702 43406,2025-12-10 05:40:57.717696,other
HELLAS-SAT 2,27811,1 27811U 03020A   25341.99416568 -.00000084  00000+0  00000+0 0  9998,2 27811   6.8793  70.1730 0011217 186.9981 167.7254  1.00271208 40924,2025-12-07 23:51:35.914752,other
THURAYA-2,27825,1 27825U 03026A   25343.74211293  .00000124  00000+0  00000+0 0  9996,2 27825   8.5410  32.7151 0003173 255.0661 102.1283  1.00273834 82445,2025-12-09 17:48:38.557152,other
OPTUS C1,27831,1 27831U 03028B   25344.23947365 -.00000150  00000+0  00000+0 0  9996,2 27831   6.4174  71.7065 0006232 189.3880  60.0135  1.00269188 51164,2025-12-10 05:44:50.523360,other
MOST,27843,1 27843U 03031D   25344.26337152  .00000156  00000+0  91708-4 0  9998,2 27843  98.7067 349.6203 0010936  79.2980 280.9428 14.21269065163878,2025-12-10 06:19:15.299328,other
CUTE-1 (CO-55),27844,1 27844U 03031E   25344.20131218  .00000596  00000+0  27744-3 0  9994,2 27844  98.6765 350.1371 0009916  20.5797 339.5779 14.24175853164771,2025-12-10 04:49:53.372352,other
CUBESAT XI-IV (CO-57),27848,1 27848U 03031J   25343.46369544  .00000563  00000+0  26699-3 0  9992,2 27848  98.6795 349.2737 0010151  39.6495 320.5424 14.23483841164384,2025-12-09 11:07:43.286016,other
SCISAT 1,27858,1 27858U 03036A   25343.98944447  .00001079  00000+0  14352-3 0  9992,2 27858  73.9289 187.1730 0008504 290.1790  69.8471 14.81112297203435,2025-12-09 23:44:48.002208,other
COSMOS 2400,27868,1 27868U 03037A   25344.32573679  .00000177  00000+0  11664-2 0  9998,2 27868  82.4707  88.2834 0022465 108.7656 251.5865 12.45186949 14035,2025-12-10 07:49:03.658656,other
COSMOS 2401,27869,1 27869U 03037B   25344.33559238  .00000063  00000+0  36913-3 0  9994,2 27869  82.4701  84.7374 0023253 104.4068 255.9597 12.45499271 14266,2025-12-10 08:03:15.181632,other
USA 170,27875,1 27875U 03040A   25343.92169836  .00000126  00000+0  00000+0 0  9994,2 27875  10.0996  49.7178 0002642 223.3687 161.7387  1.00272851 31099,2025-12-09 22:07:14.738304,other
MOZHAETS 4 (RS-22),27939,1 27939U 03042A   25344.34361321  .00001587  00000+0  25548-3 0  9997,2 27939  98.3368 158.4801 0012019 142.8745 337.1452 14.72958213187744,2025-12-10 08:14:48.181344,other
LARETS,27944,1 27944U 03042F   25344.32285580  .00000154  00000+0  39215-4 0  9999,2 27944  98.3897 137.8320 0011034 265.2210  94.7731 14.63819565185736,2025-12-10 07:44:54.741120,other
GALAXY 13 (HORIZONS-1),27954,1 27954U 03044A   25344.26127661  .00000136  00000+0  00000+0 0  9995,2 27954   0.9291  86.5018 0002026 163.6709 133.1273  1.00270435 44673,2025-12-10 06:16:14.299104,other
IRS-P6 (RESOURCESAT-1),28051,1 28051U 03046A   25344.29023301  .00000248  00000+0  97129-4 0  9992,2 28051  98.2176  24.8104 0063979 188.0382 305.8000 14.36072982153416,2025-12-10 06:57:56.132064,other
DMSP 5D-3 F16 (USA 172),28054,1 28054U 03048A   25344.32232639  .00000223  00000+0  14001-3 0  9997,2 28054  99.0048   1.7603 0006577 328.4191 231.5749 14.14422964142781,2025-12-10 07:44:09.000096,other
CHUANGXIN 1 (CX-1),28058,1 28058U 03049B   25344.25250695  .00000507  00000+0  14728-3 0  9997,2 28058  98.5253 236.7487 0013306  40.2259 319.9915 14.48451905168923,2025-12-10 06:03:36.600480,other
