name,norad_id,tle_line1,tle_line2,epoch,category
STARLINK-3257,50203,1 50203U 21125AZ  25344.19955105  .00001432  00000+0  10805-3 0  9990,2 50203  53.2184 280.9461 0001314  95.0774 265.0368 15.08847364223289,2025-12-10 04:47:21.210720,starlink
STARLINK-3254,50204,1 50204U 21125BA  25344.24002777  .00001667  00000+0  12278-3 0  9991,2 50204  53.2187 280.6871 0001586  93.3750 266.7424 15.08841336223285,2025-12-10 05:45:38.399328,starlink
STARLINK-3260,50205,1 50205U 21125BB  25343.98150827  .00000979  00000+0  79583-4 0  9990,2 50205  53.2163 251.8374 0001547  83.4830 276.6338 15.08847206223617,2025-12-09 23:33:22.314528,starlink
STARLINK-3258,50206,1 50206U 21125BC  25344.23264253  .00001822  00000+0  13246-3 0  9990,2 50206  53.2181 280.6039 0001527  92.2958 267.8209 15.08857640221152,2025-12-10 05:35:00.314592,starlink
STARLINK-3262,50207,1 50207U 21125BD  25344.24642252 -.00000274  00000+0  87125-6 0  9992,2 50207  53.2186 280.6467 0001538 104.3344 255.7819 15.08850806221227,2025-12-10 05:54:50.905728,starlink
TURKSAT 5B,50212,1 50212U 21126A   25344.04280973  .00000149  00000+0  00000+0 0  9995,2 50212   0.0699 338.0707 0004599 318.7877 199.5855  1.00271434 14405,2025-12-10 01:01:38.760672,other
INMARSAT 6-F1,50319,1 50319U 21128A   25344.15183708 -.00000168  00000+0  00000+0 0  9997,2 50319   0.0161 321.1920 0000091 286.6508 329.7146  1.00269914 14369,2025-12-10 03:38:38.723712,other
SHIYAN-12 01 (SY-12 01),50321,1 50321U 21129A   25343.79404016 -.00000151  00000+0  00000+0 0  9990,2 50321   3.1865  82.5519 0003963 198.7465 235.0535  1.00426566 14601,2025-12-09 19:03:25.069824,other
SHIYAN-12 02 (SY-12 02),50322,1 50322U 21129B   25343.74350323 -.00000123  00000+0  00000+0 0  9996,2 50322   3.1864  82.5562 0004110 188.2910 159.2669  1.00068329 14595,2025-12-09 17:50:38.679072,other
ZY-1 02E,50465,1 50465U 21131A   25344.31099010  .00000312  00000+0  12389-3 0  9990,2 50465  98.4632  60.2579 0000934  39.6520 320.4734 14.35385118207320,2025-12-10 07:27:49.544640,other
XW-3 (CAS-9),50466,1 50466U 21131B   25344.28946543  .00000969  00000+0  31444-3 0  9990,2 50466  98.5054  72.7232 0003269 316.2745  43.8185 14.41107099207908,2025-12-10 06:56:49.813152,other
ONEWEB-0389,50469,1 50469U 21132A   25344.19358870  .00000054  00000+0  10703-3 0  9994,2 50469  87.9118  43.4517 0001735 113.4210 246.7104 13.17648555193194,2025-12-10 04:38:46.063680,oneweb
ONEWEB-0390,50470,1 50470U 21132B   25344.19527856  .00000048  00000+0  89767-4 0  9998,2 50470  87.9113  43.4538 0001502  96.0458 264.0845 13.17649630193196,2025-12-10 04:41:12.067584,oneweb
ONEWEB-0391,50471,1 50471U 21132C   25344.19696147  .00000033  00000+0  52071-4 0  9991,2 50471  87.9111  43.4629 0001392 130.5988 229.5265 13.17649693193196,2025-12-10 04:43:37.471008,oneweb
ONEWEB-0392,50472,1 50472U 21132D   25344.22733984  .00000047  00000+0  88054-4 0  9992,2 50472  87.9121  43.4088 0001650 113.8184 246.3121 13.17648948193231,2025-12-10 05:27:22.162176,oneweb
ONEWEB-0393,50473,1 50473U 21132E   25344.20047266  .00000031  00000+0  46908-4 0  9997,2 50473  87.9123  43.4363 0001694 107.1619 252.9698 13.17648660193229,2025-12-10 04:48:40.837824,oneweb
ONEWEB-0394,50474,1 50474U 21132F   25344.31711122 -.00000073  00000+0 -21865-3 0  9991,2 50474  87.9183  12.9502 0001803 100.5502 259.5833 13.18686057196705,2025-12-10 07:36:38.409408,oneweb
ONEWEB-0395,50475,1 50475U 21132G   25344.25622208 -.00000047  00000+0 -16767-3 0  9997,2 50475  87.8861  58.6992 0001459 104.3726 255.7564 13.11420549190950,2025-12-10 06:08:57.587712,oneweb
ONEWEB-0396,50476,1 50476U 21132H   25344.08288592  .00000052  00000+0  99864-4 0  9997,2 50476  87.9183  13.0090 0001768  98.6567 261.4765 13.18685820196713,2025-12-10 01:59:21.343488,oneweb
ONEWEB-0397,50477,1 50477U 21132J   25344.32535776  .00000040  00000+0  68326-4 0  9990,2 50477  87.9187  12.9611 0001930 100.3005 259.8345 13.18687153196721,2025-12-10 07:48:30.910464,oneweb
ONEWEB-0398,50478,1 50478U 21132K   25344.22401798 -.00000068  00000+0 -22799-3 0  9991,2 50478  87.8865  58.6784 0001294  97.7927 262.3348 13.11412923190840,2025-12-10 05:22:35.153472,oneweb
ONEWEB-0399,50479,1 50479U 21132L   25344.21045816  .00000462  00000+0  12671-2 0  9999,2 50479  87.8856  58.6952 0001837 120.6013 239.5297 13.11417202190836,2025-12-10 05:03:03.585024,oneweb
ONEWEB-0400,50480,1 50480U 21132M   25344.15216064  .00000044  00000+0  79265-4 0  9999,2 50480  87.9184  12.9852 0001600  91.4356 268.6960 13.18686907196695,2025-12-10 03:39:06.679296,oneweb
ONEWEB-0401,50481,1 50481U 21132N   25344.04494859  .00000041  00000+0  70979-4 0  9998,2 50481  87.9182  13.0034 0001996  95.6622 264.4737 13.18684722196686,2025-12-10 01:04:43.558176,oneweb
ONEWEB-0402,50482,1 50482U 21132P   25344.08453686  .00000027  00000+0  35683-4 0  9993,2 50482  87.9180  12.9879 0002415  95.1424 264.9984 13.18685888196719,2025-12-10 02:01:43.984704,oneweb
ONEWEB-0403,50483,1 50483U 21132Q   25344.33690703  .00000068  00000+0  14022-3 0  9993,2 50483  87.9185  12.9594 0001716  97.6427 262.4900 13.18685070196705,2025-12-10 08:05:08.767392,oneweb
ONEWEB-0404,50484,1 50484U 21132R   25344.26809209  .00000410  00000+0  11211-2 0  9996,2 50484  87.8863  58.6930 0001604 116.2544 243.8749 13.11419943190933,2025-12-10 06:26:03.156576,oneweb
ONEWEB-0405,50485,1 50485U 21132S   25344.12412188  .00000027  00000+0  36654-4 0  9992,2 50485  87.9182  12.9854 0002056  99.2626 260.8738 13.18685143197073,2025-12-10 02:58:44.130432,oneweb
ONEWEB-0406,50486,1 50486U 21132T   25344.11422711  .00000030  00000+0  42711-4 0  9990,2 50486  87.9186  13.0124 0001335 104.1969 255.9311 13.18686121196703,2025-12-10 02:44:29.222304,oneweb
ONEWEB-0407,50487,1 50487U 21132U   25344.33525586  .00000049  00000+0  92348-4 0  9990,2 50487  87.9185  12.9522 0001927  91.2408 268.8945 13.18685496196670,2025-12-10 08:02:46.106304,oneweb
ONEWEB-0409,50488,1 50488U 21132V   25344.26639166  .00000361  00000+0  98201-3 0  9993,2 50488  87.8876  58.6616 0001411 113.4132 246.7144 13.11421728190823,2025-12-10 06:23:36.239424,oneweb
ONEWEB-0412,50489,1 50489U 21132W   25344.32370769  .00000097  00000+0  21331-3 0  9998,2 50489  87.9185  12.9674 0002123  96.7864 263.3510 13.18686566196762,2025-12-10 07:46:08.344416,oneweb
ONEWEB-0413,50490,1 50490U 21132X   25344.32864944  .00000013  00000+0 -74537-6 0  9991,2 50490  87.9177  12.9795 0002115  93.1874 266.9501 13.18688162196709,2025-12-10 07:53:15.311616,oneweb
ONEWEB-0414,50491,1 50491U 21132Y   25344.31381155  .00000002  00000+0 -26695-4 0  9997,2 50491  87.9185  12.9454 0001924 100.0070 260.1280 13.18686314196734,2025-12-10 07:31:53.317920,oneweb
ONEWEB-0417,50492,1 50492U 21132Z   25344.32206061 -.00000010  00000+0 -58092-4 0  9997,2 50492  87.9188  12.9779 0001635 100.6273 259.5043 13.18686318196719,2025-12-10 07:43:46.036704,oneweb
ONEWEB-0418,50493,1 50493U 21132AA  25344.33181270  .00000000  00000+0 -33679-4 0  9995,2 50493  87.9185  12.9602 0001471 108.6950 251.4342 13.18685195196771,2025-12-10 07:57:48.617280,oneweb
ONEWEB-0419,50494,1 50494U 21132AB  25344.12247291  .00000027  00000+0  36305-4 0  9996,2 50494  87.9183  13.0018 0001458  94.9710 265.1589 13.18686017196666,2025-12-10 02:56:21.659424,oneweb
ONEWEB-0420,50495,1 50495U 21132AC  25344.31545164 -.00000065  00000+0 -19862-3 0  9990,2 50495  87.9185  12.9752 0001945  91.3925 268.7430 13.18684473196682,2025-12-10 07:34:15.021696,oneweb
ONEWEB-0421,50496,1 50496U 21132AD  25344.08123150 -.00000002  00000+0 -37343-4 0  9998,2 50496  87.9183  13.0146 0002015 100.9861 259.1498 13.18684798196694,2025-12-10 01:56:58.401600,oneweb
ONEWEB-0424,50497,1 50497U 21132AE  25344.11752906  .00000059  00000+0  11745-3 0  9997,2 50497  87.9183  13.0030 0001431  88.4856 271.6440 13.18686638196727,2025-12-10 02:49:14.510784,oneweb
ONEWEB-0426,50498,1 50498U 21132AF  25344.07793025 -.00000054  00000+0 -17014-3 0  9992,2 50498  87.9185  13.0022 0002012 115.2703 244.8638 13.18686213196660,2025-12-10 01:52:13.173600,oneweb
ONEWEB-0427,50499,1 50499U 21132AG  25344.26762634  .00000050  00000+0  93986-4 0  9993,2 50499  87.9183  12.9522 0001618 101.2475 258.8839 13.18686690196717,2025-12-10 06:25:22.915776,oneweb
ONEWEB-0429,50500,1 50500U 21132AH  25344.33030804  .00000035  00000+0  55769-4 0  9991,2 50500  87.9183  12.9718 0001873  90.6441 269.4906 13.18685962196695,2025-12-10 07:55:38.614656,oneweb
ONEWEB-0430,50501,1 50501U 21132AJ  25344.31875863  .00000055  00000+0  10704-3 0  9993,2 50501  87.9185  12.9695 0001676  86.0167 274.1157 13.18686660196739,2025-12-10 07:39:00.745632,oneweb
ONEWEB-0432,50502,1 50502U 21132AK  25344.12303449  .00000044  00000+0  78290-4 0  9992,2 50502  87.9179  12.9807 0000894 109.6031 250.5198 13.18676506196664,2025-12-10 02:57:10.179936,oneweb
ONEWEB-0440,50503,1 50503U 21132AL  25344.33855719  .00000056  00000+0  11011-3 0  9998,2 50503  87.9184  12.9557 0002220  95.2844 264.8542 13.18685493196688,2025-12-10 08:07:31.341216,oneweb
ONEWEB-0450,50504,1 50504U 21132AM  25344.33208572  .00000023  00000+0  26433-4 0  9997,2 50504  87.9179  12.9790 0001894  86.1797 273.9552 13.18688721196717,2025-12-10 07:58:12.206208,oneweb
TIANHUI 4A,50572,1 50572U 21134A   25344.30078081  .00010291  00000+0  22930-3 0  9996,2 50572  88.9760 349.4561 0012160  93.7804 266.4845 15.43392082220705,2025-12-10 07:13:07.461984,other
TIANHUI 4B,50573,1 50573U 21134B   25344.30106627  .00010096  00000+0  22501-3 0  9992,2 50573  88.9758 349.4437 0011650  97.0186 263.2398 15.43391303220677,2025-12-10 07:13:32.125728,other
TJS-9,50574,1 50574U 21135A   25344.21017096 -.00000295  00000+0  00000+0 0  9992,2 50574   0.0076   1.2635 0001648 220.0588  70.7551  1.00274014 14534,2025-12-10 05:02:38.770944,other
STARLINK-3323,50804,1 50804U 22001B   25343.86739492  .00001809  00000+0  13172-3 0  9991,2 50804  53.2172 202.3484 0001408  84.7693 275.3460 15.08840463216984,2025-12-09 20:49:02.921088,starlink
STARLINK-3333,50805,1 50805U 22001C   25343.99619274  .00001370  00000+0  10418-3 0  9994,2 50805  53.2173 201.7694 0001451  91.1081 269.0078 15.08839414217006,2025-12-09 23:54:31.052736,starlink
STARLINK-3335,50806,1 50806U 22001D   25343.99250982  .00000176  00000+0  29179-4 0  9990,2 50806  53.2170 201.7869 0001427  90.3364 269.7792 15.08842672217006,2025-12-09 23:49:12.848448,starlink
STARLINK-3355,50808,1 50808U 22001F   25343.98515357  .00000620  00000+0  57041-4 0  9994,2 50808  53.2168 201.8184 0001399  90.9867 269.1285 15.08838681217004,2025-12-09 23:38:37.268448,starlink
STARLINK-3232,50809,1 50809U 22001G   25343.98883002  .00000249  00000+0  33725-4 0  9990,2 50809  53.2165 201.8023 0001387  87.1596 272.9555 15.08841120217002,2025-12-09 23:43:54.913728,starlink
STARLINK-3338,50812,1 50812U 22001K   25344.01460107  .00001465  00000+0  11010-3 0  9999,2 50812  53.2165 201.7929 0001377  85.2846 274.8304 15.08843296217005,2025-12-10 00:21:01.532448,starlink
STARLINK-3349,50813,1 50813U 22001L   25344.26410276  .00070256  00000+0  25706-2 0  9999,2 50813  53.2123 179.2042 0008218  76.0902 284.1012 15.27408397217355,2025-12-10 06:20:18.478464,starlink
STARLINK-3324,50814,1 50814U 22001M   25344.01735432  .00001218  00000+0  94611-4 0  9992,2 50814  53.2173 211.6753 0001471  94.8196 265.2964 15.08838281216878,2025-12-10 00:24:59.413248,starlink
STARLINK-3234,50815,1 50815U 22001N   25344.02838910  .00000560  00000+0  53290-4 0  9996,2 50815  53.2169 211.6263 0001490  85.5350 274.5812 15.08845652216875,2025-12-10 00:40:52.818240,starlink
STARLINK-3342,50816,1 50816U 22001P   25344.06471472  .00027475  00000+0  17249-2 0  9993,2 50816  53.2150 211.4551 0001488  90.3361 269.7802 15.09109995216876,2025-12-10 01:33:11.351808,starlink
STARLINK-3341,50817,1 50817U 22001Q   25344.02471699  .00007123  00000+0  46525-3 0  9999,2 50817  53.2146 211.6414 0001165 101.4846 258.6277 15.08833251216877,2025-12-10 00:35:35.547936,starlink
STARLINK-3336,50818,1 50818U 22001R   25344.07254793  .00004262  00000+0  28552-3 0  9990,2 50818  53.2155 211.4260 0001326  84.7314 275.3829 15.08862545216874,2025-12-10 01:44:28.141152,starlink
STARLINK-3327,50819,1 50819U 22001S   25344.01367321  .00001138  00000+0  89577-4 0  9991,2 50819  53.2174 211.6913 0001445  89.3105 270.8052 15.08839696216873,2025-12-10 00:19:41.365344,starlink
STARLINK-3339,50820,1 50820U 22001T   25344.06151141 -.00000144  00000+0  90585-5 0  9998,2 50820  53.2169 211.4739 0001369  85.5688 274.5461 15.08836598216875,2025-12-10 01:28:34.585824,starlink
STARLINK-3346,50821,1 50821U 22001U   25343.90327955 -.00001051  00000+0 -47954-4 0  9999,2 50821  53.2167 212.0726 0001793  89.7206 270.3992 15.08822596216854,2025-12-09 21:40:43.353120,starlink
STARLINK-3343,50822,1 50822U 22001V   25343.06054733 -.00000482  00000+0 -12212-4 0  9994,2 50822  53.2170 215.9683 0001411  88.6618 271.4535 15.08847164216724,2025-12-09 01:27:11.289312,starlink
STARLINK-3334,50823,1 50823U 22001W   25344.02103254  .00000116  00000+0  25395-4 0  9993,2 50823  53.2164 211.6589 0001443  86.4875 273.6282 15.08841429216879,2025-12-10 00:30:17.211456,starlink
STARLINK-3332,50825,1 50825U 22001Y   25344.05784711 -.00000285  00000+0  14912-6 0  9994,2 50825  53.2168 211.4906 0001227 100.0466 260.0665 15.08830469216872,2025-12-10 01:23:17.990304,starlink
STARLINK-3329,50827,1 50827U 22001AA  25343.67143450  .00000794  00000+0  67963-4 0  9998,2 50827  53.2169 213.2254 0001433  96.2682 263.8473 15.08833890216819,2025-12-09 16:06:51.940800,starlink
STARLINK-3290,50828,1 50828U 22001AB  25344.05508942  .00001145  00000+0  90035-4 0  9990,2 50828  53.2158 211.3951 0001382  88.7686 271.3464 15.08844617216727,2025-12-10 01:19:19.725888,starlink
STARLINK-3294,50829,1 50829U 22001AC  25344.07623174  .00000838  00000+0  70760-4 0  9999,2 50829  53.2181 211.4110 0001498  94.6168 265.4996 15.08839815216875,2025-12-10 01:49:46.422336,starlink
STARLINK-3278,50830,1 50830U 22001AD  25343.36507068  .00000907  00000+0  75099-4 0  9992,2 50830  53.2179 224.6033 0001429  89.1832 270.9324 15.08839009216630,2025-12-09 08:45:42.106752,starlink
STARLINK-3299,50831,1 50831U 22001AE  25343.90695776  .00002067  00000+0  14793-3 0  9999,2 50831  53.2168 212.2382 0001246  87.2133 272.9002 15.08840010216852,2025-12-09 21:46:01.150464,starlink
STARLINK-3328,50832,1 50832U 22001AF  25343.69723725  .00000525  00000+0  51082-4 0  9992,2 50832  53.2181 223.1608 0001657  92.0511 268.0671 15.08837574216680,2025-12-09 16:44:01.298400,starlink
STARLINK-3331,50834,1 50834U 22001AH  25344.07898744  .00000248  00000+0  33685-4 0  9992,2 50834  53.2169 221.4015 0001447  93.8427 266.2731 15.08842097216732,2025-12-10 01:53:44.514816,starlink
STARLINK-3310,50835,1 50835U 22001AJ  25344.08265825  .00002590  00000+0  18065-3 0  9998,2 50835  53.2164 221.4910 0001745  99.4816 260.6374 15.08862841216737,2025-12-10 01:59:01.672800,starlink
STARLINK-3330,50836,1 50836U 22001AK  25343.39913028  .00001752  00000+0  12810-3 0  9998,2 50836  53.2176 224.2292 0001414  87.4688 272.6467 15.08844650216534,2025-12-09 09:34:44.856192,starlink
STARLINK-3318,50837,1 50837U 22001AL  25344.04311219  .00003833  00000+0  25872-3 0  9990,2 50837  53.2148 211.5594 0001349  95.6384 264.4762 15.08845482216877,2025-12-10 01:02:04.893216,starlink
STARLINK-3320,50839,1 50839U 22001AN  25344.06059179  .00001435  00000+0  10824-3 0  9995,2 50839  53.2162 221.4790 0001531  88.1531 271.9636 15.08844165216721,2025-12-10 01:27:15.130656,starlink
STARLINK-3295,50840,1 50840U 22001AP  25344.05691240  .00001308  00000+0  10023-3 0  9997,2 50840  53.2148 221.4967 0001221  82.1458 277.9673 15.08843355216728,2025-12-10 01:21:57.231360,starlink
STARLINK-3300,50841,1 50841U 22001AQ  25344.06795091 -.00002196  00000+0 -11989-3 0  9998,2 50841  53.2170 221.4447 0001277  92.0022 268.1116 15.08850706216738,2025-12-10 01:37:50.958624,starlink
STARLINK-3302,50842,1 50842U 22001AR  25344.05322885  .00003271  00000+0  22345-3 0  9996,2 50842  53.2153 221.5130 0001241  88.2575 271.8559 15.08849213216723,2025-12-10 01:16:38.972640,starlink
STARLINK-3325,50843,1 50843U 22001AS  25343.41290729  .00004841  00000+0  32196-3 0  9996,2 50843  53.2176 224.3840 0001365 100.2693 259.8454 15.08850216216636,2025-12-09 09:54:35.189856,starlink
STARLINK-3326,50844,1 50844U 22001AT  25344.04219408 -.00002394  00000+0 -13238-3 0  9991,2 50844  53.2164 221.5641 0001285  97.0751 263.0387 15.08838942216736,2025-12-10 01:00:45.568512,starlink
STARLINK-3230,50845,1 50845U 22001AU  25344.08636039  .00002455  00000+0  17232-3 0  9993,2 50845  53.2173 221.3654 0001357  84.6848 275.4300 15.08824343216741,2025-12-10 02:04:21.537696,starlink
STARLINK-3308,50846,1 50846U 22001AV  25344.24829277  .00000754  00000+0  65465-4 0  9992,2 50846  53.2162 220.7550 0001390  78.3707 281.7442 15.08835790216766,2025-12-10 05:57:32.495328,starlink
STARLINK-3315,50848,1 50848U 22001AX  25343.37242804  .00001907  00000+0  13784-3 0  9999,2 50848  53.2174 224.5703 0001328  83.2516 276.8628 15.08839316216632,2025-12-09 08:56:17.782656,starlink
STARLINK-3311,50849,1 50849U 22001AY  25344.04587076  .00001469  00000+0  11036-3 0  9999,2 50849  53.2176 221.5505 0001588  89.4166 270.7008 15.08842545216733,2025-12-10 01:06:03.233664,starlink
STARLINK-3312,50850,1 50850U 22001AZ  25343.58587036  .00001007  00000+0  81351-4 0  9991,2 50850  53.2169 183.6110 0001349  84.0984 276.0162 15.08837296217762,2025-12-09 14:03:39.199104,starlink
STARLINK-3314,50851,1 50851U 22001BA  25343.69258407  .00002144  00000+0  15275-3 0  9995,2 50851  53.2170 223.0549 0001542  90.2368 269.8801 15.08837152216681,2025-12-09 16:37:19.263648,starlink
ION SCV-004,50993,1 50993U 22002K   25344.14598775  .00007927  00000+0  29169-3 0  9990,2 50993  97.3126  40.3486 0006561 315.1229  44.9479 15.28112913216405,2025-12-10 03:30:13.341600,other
HYPSO-1,51053,1 51053U 22002BX  25344.29613581  .00049069  00000+0  79687-3 0  9990,2 51053  97.3081  54.8003 0002232 271.2721  88.8277 15.52574791217449,2025-12-10 07:06:26.133984,other
ETV-A1,51060,1 51060U 22002CE  25344.32715207  .00016375  00000+0  46914-3 0  9991,2 51060  97.3157  46.5151 0004506 318.2481  41.8419 15.35981285216801,2025-12-10 07:51:05.938848,other
BRO-5,51061,1 51061U 22002CF  25344.29175017  .00017406  00000+0  42849-3 0  9996,2 51061  97.3248  52.0962 0004244 302.1067  57.9767 15.40654652217116,2025-12-10 07:00:07.214688,other
ICEYE-X14,51070,1 51070U 22002CQ  25344.26923693  .00392522  00000+0  19868-2 0  9993,2 51070  97.3164  58.9478 0002657 333.2991  26.8140 15.80507614217598,2025-12-10 06:27:42.070752,other
SHIYAN-13 (SY-13),51102,1 51102U 22004A   25344.34118522  .00004506  00000+0  30359-3 0  9998,2 51102  98.4737   5.8612 0609533  24.0037 338.8319 14.19218770200493,2025-12-10 08:11:18.403008,other
STARLINK-3366,51104,1 51104U 22005A   25344.24918634 -.00000009  00000+0  17548-4 0  9993,2 51104  53.2201 330.6349 0001493  93.0027 267.1136 15.08843107215373,2025-12-10 05:58:49.699776,starlink
STARLINK-3350,51105,1 51105U 22005B   25344.22343101  .00000569  00000+0  53841-4 0  9999,2 51105  53.2175 330.7498 0001446  92.2592 267.8566 15.08840939215370,2025-12-10 05:21:44.439264,starlink
STARLINK-3176,51106,1 51106U 22005C   25344.20135456 -.00000292  00000+0 -24453-6 0  9994,2 51106  53.2215 330.8545 0001543  92.4057 267.7112 15.08833420215368,2025-12-10 04:49:57.033984,starlink
STARLINK-3362,51108,1 51108U 22005E   25344.28599298 -.00000347  00000+0 -37231-5 0  9990,2 51108  53.2180 330.4664 0001379  78.0659 282.0487 15.08849131215387,2025-12-10 06:51:49.793472,starlink
STARLINK-3358,51109,1 51109U 22005F   25344.23814950 -.00000125  00000+0  10247-4 0  9991,2 51109  53.2204 330.6339 0001666 100.0242 260.0938 15.08835737215147,2025-12-10 05:42:56.116800,starlink
STARLINK-3344,51110,1 51110U 22005G   25344.27494997  .00000251  00000+0  33862-4 0  9999,2 51110  53.2191 330.5008 0001351  92.6771 267.4376 15.08839174215382,2025-12-10 06:35:55.677408,starlink
STARLINK-3173,51111,1 51111U 22005H   25344.18663021  .00000416  00000+0  44232-4 0  9992,2 51111  53.2189 330.9157 0001411  89.5810 270.5344 15.08838478215369,2025-12-10 04:28:44.850144,starlink
STARLINK-3374,51112,1 51112U 22005J   25344.20598121  .00001260  00000+0  97214-4 0  9990,2 51112  53.2187 330.8021 0001328  93.3205 266.7939 15.08841693215376,2025-12-10 04:56:36.776544,starlink
STARLINK-3372,51113,1 51113U 22005K   25344.26391594  .00000438  00000+0  45642-4 0  9996,2 51113  53.2199 330.5726 0001551 101.4242 258.6924 15.08832991215374,2025-12-10 06:20:02.337216,starlink
STARLINK-3375,51114,1 51114U 22005L   25344.28231159  .00000489  00000+0  48842-4 0  9990,2 51114  53.2198 330.4879 0001574 102.9501 257.1667 15.08842250215389,2025-12-10 06:46:31.721376,starlink
STARLINK-3397,51115,1 51115U 22005M   25344.25654925 -.00000212  00000+0  47824-5 0  9993,2 51115  53.2191 330.6025 0001292  86.0632 274.0508 15.08838894215372,2025-12-10 06:09:25.855200,starlink
STARLINK-3243,51116,1 51116U 22005N   25344.26854090  .00000700  00000+0  62087-4 0  9998,2 51116  53.2185 330.5198 0001356  88.3276 271.7871 15.08841407215377,2025-12-10 06:26:41.933760,starlink
STARLINK-3391,51117,1 51117U 22005P   25344.16454720 -.00000652  00000+0 -22868-4 0  9995,2 51117  53.2182 330.9039 0001587  82.1371 277.9801 15.08831195215360,2025-12-10 03:56:56.878080,starlink
STARLINK-3394,51118,1 51118U 22005Q   25344.26023144  .00001100  00000+0  87203-4 0  9990,2 51118  53.2187 330.5844 0001696  95.4139 264.7046 15.08837570215375,2025-12-10 06:14:43.996416,starlink
STARLINK-3398,51120,1 51120U 22005S   25344.23174829  .00000615  00000+0  56715-4 0  9991,2 51120  53.2184 330.7222 0001295  91.8184 268.2957 15.08838444215373,2025-12-10 05:33:43.052256,starlink
STARLINK-3399,51121,1 51121U 22005T   25344.24646604 -.00001308  00000+0 -64055-4 0  9996,2 51121  53.2195 330.6577 0001359  89.9339 270.1809 15.08852086215375,2025-12-10 05:54:54.665856,starlink
STARLINK-3392,51123,1 51123U 22005V   25344.22711592  .00000354  00000+0  40368-4 0  9994,2 51123  53.2195 330.7336 0001724  80.2272 279.8914 15.08836632215379,2025-12-10 05:27:02.815488,starlink
STARLINK-3389,51124,1 51124U 22005W   25344.27034744  .00000659  00000+0  59488-4 0  9998,2 51124  53.2186 340.5409 0001473  88.5253 271.5908 15.08842109215245,2025-12-10 06:29:18.018816,starlink
STARLINK-3387,51125,1 51125U 22005X   25344.26027456  .00000098  00000+0  24233-4 0  9997,2 51125  53.2189 340.5944 0001380  87.8456 272.2694 15.08836169215224,2025-12-10 06:14:47.721984,starlink
STARLINK-3386,51126,1 51126U 22005Y   25344.26764705  .00017927  00000+0  11440-2 0  9996,2 51126  53.2192 340.5629 0002354 113.0849 247.0392 15.08760536215240,2025-12-10 06:25:24.705120,starlink
STARLINK-3370,51127,1 51127U 22005Z   25344.26394473 -.00001487  00000+0 -75338-4 0  9992,2 51127  53.2179 340.5792 0000951  66.0475 294.0617 15.08855254215233,2025-12-10 06:20:04.824672,starlink
STARLINK-3400,51128,1 51128U 22005AA  25344.31082689 -.00001684  00000+0 -87695-4 0  9990,2 51128  53.2191 340.3574 0001495  90.9351 269.1812 15.08849757215238,2025-12-10 07:27:35.443296,starlink
STARLINK-3396,51129,1 51129U 22005AB  25344.27133898  .00028296  00000+0  17957-2 0  9993,2 51129  53.2192 340.5364 0002090  92.5739 267.5492 15.08698316215238,2025-12-10 06:30:43.687872,starlink
STARLINK-3395,51130,1 51130U 22005AC  25344.25563022  .00000885  00000+0  73711-4 0  9995,2 51130  53.2186 340.6049 0001597  86.9113 273.2062 15.08843298215225,2025-12-10 06:08:06.451008,starlink
STARLINK-3388,51131,1 51131U 22005AD  25344.31451203  .00002883  00000+0  19917-3 0  9997,2 51131  53.2185 340.3407 0001365  83.4498 276.6649 15.08835657215230,2025-12-10 07:32:53.839392,starlink
STARLINK-3393,51132,1 51132U 22005AE  25344.31818931  .00000789  00000+0  67682-4 0  9999,2 51132  53.2190 340.3244 0001550  87.6735 272.4435 15.08841430215235,2025-12-10 07:38:11.556384,starlink
STARLINK-3356,51133,1 51133U 22005AF  25344.30715727  .00001879  00000+0  13615-3 0  9995,2 51133  53.2187 340.3744 0001574  85.0935 275.0237 15.08835884215232,2025-12-10 07:22:18.388128,starlink
STARLINK-3363,51135,1 51135U 22005AH  25344.29337780 -.00000193  00000+0  59621-5 0  9992,2 51135  53.2206 340.3352 0001650  94.1300 265.9881 15.08834555215230,2025-12-10 07:02:27.841920,starlink
STARLINK-3253,51136,1 51136U 22005AJ  25344.28504233  .00000344  00000+0  39711-4 0  9995,2 51136  53.2187 340.2706 0001365  89.6065 270.5083 15.08842484215237,2025-12-10 06:50:27.657312,starlink
STARLINK-3180,51137,1 51137U 22005AK  25344.29243381 -.00000365  00000+0 -48654-5 0  9993,2 51137  53.2190 340.4414 0001408  90.1493 269.9661 15.08836487215241,2025-12-10 07:01:06.281184,starlink
STARLINK-3177,51138,1 51138U 22005AL  25344.29979474  .00000408  00000+0  43702-4 0  9997,2 51138  53.2188 340.4101 0001390  92.8901 267.2250 15.08838608215236,2025-12-10 07:11:42.265536,starlink
STARLINK-3172,51139,1 51139U 22005AM  25344.28604430 -.00005171  00000+0 -30713-3 0  9995,2 51139  53.2198 340.4808 0001417  87.2728 272.8427 15.08831850215248,2025-12-10 06:51:54.227520,starlink
STARLINK-3175,51140,1 51140U 22005AN  25344.29707166  .00000693  00000+0  61607-4 0  9997,2 51140  53.2184 340.4299 0001394  88.0724 272.0428 15.08836716215247,2025-12-10 07:07:46.991424,starlink
STARLINK-3179,51141,1 51141U 22005AP  25344.27770847  .00000411  00000+0  43892-4 0  9996,2 51141  53.2199 340.5084 0001514  88.2598 271.8568 15.08842886215249,2025-12-10 06:39:54.011808,starlink
